id,Geographic Area Name,name,lat,long,2019_net_inflow,2019_total_moves_to,2019_total_moves_from,total_households,2019_ratio_net_inflow,2019_ratio_incoming,2020_Geographic Area Name,2020_net_inflow,2020_total_moves_to,2020_total_moves_from,2020_Estimate!!Total!!HOUSEHOLDS!!Total households,2020_ratio_net_inflow,2020_ratio_incoming,change_yoy,change_yoy_ratio_incoming,inflow_outflow_ratio_2019,inflow_outflow_ratio_2020,change_in_ratio
310M500US49620,"York-Hanover, PA","York-Hanover, PA",39.8006553,-76.9830358,1328,37398,36070,172421,77.02078053,2168.993336,"York-Hanover, PA",1686,35959,34273,172421,97.78391263,2085.534825,20.7631321,-83.45851143,1.0368173,1.049193242,1.193647406
310M500US36460,"Olean, NY","Olean, NY",42.083639,-78.429927,30,6265,6235,31779,9.440196356,1971.427672,"Olean, NY",86,5191,5105,31779,27.06189622,1633.468643,17.62169986,-337.9590295,1.004811548,1.016846229,1.197705331
310M500US11620,"Ardmore, OK","Ardmore, OK",34.1742611,-97.1436254,-3,3732,3735,21607,-1.388438932,1727.218031,"Ardmore, OK",44,3984,3940,21607,20.363771,1843.846901,21.75220993,116.6288703,0.999196787,1.011167513,1.198034831
310M500US33500,"Minot, ND","Minot, ND",48.2329668,-101.2922906,104,5294,5190,31821,32.68281952,1663.681217,"Minot, ND",175,5583,5408,31821,54.995129,1754.501744,22.31230948,90.82052732,1.020038536,1.032359467,1.207888857
310M500US43380,"Sidney, OH","Sidney, OH",40.2842164,-84.1554987,-34,2970,3004,18608,-18.27171109,1596.087704,"Sidney, OH",2,2983,2981,18608,1.074806535,1603.073947,19.34651763,6.986242476,0.988681758,1.000670916,1.212640777
310M500US14700,"Branson, MO","Branson, MO",36.6436731,-93.2185144,-317,4642,4959,22272,-142.3311782,2084.231322,"Branson, MO",-265,4792,5057,22272,-118.983477,2151.58046,23.34770115,67.34913793,0.936075822,0.94759739,1.230837049
310M500US33020,"Mexico, MO","Mexico, MO",39.1730652,-91.887271,16,1760,1744,9286,17.23023907,1895.326298,"Mexico, MO",36,1702,1666,9286,38.76803791,1832.866681,21.53779884,-62.45961663,1.009174312,1.021608643,1.232129215
310M500US49100,"Winona, MN","Winona, MN",44.0553908,-91.6663523,-222,3044,3266,19442,-114.1857834,1565.682543,"Winona, MN",-176,2943,3119,19442,-90.52566608,1513.733155,23.66011727,-51.94938792,0.932026944,0.943571658,1.238667335
310M500US26980,"Iowa City, IA","Iowa City, IA",41.6611277,-91.5301683,-915,14554,15469,67966,-134.6261366,2141.3648,"Iowa City, IA",-743,14994,15737,67966,-109.3193656,2206.103052,25.30677103,64.73825148,0.940849441,0.952786427,1.26874562
310M500US40980,"Saginaw, MI","Saginaw, MI",43.4194699,-83.9508068,-323,15303,15626,78933,-40.92078092,1938.732849,"Saginaw, MI",-115,13885,14000,78933,-14.56931828,1759.08682,26.35146263,-179.6460289,0.979329323,0.991785714,1.271930807
310M500US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.9196567,-78.9288242,5450,39676,34226,187199,291.1340338,2119.455766,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",6734,45424,38690,187199,359.7241438,2426.508689,68.59010999,307.0529223,1.159235669,1.174050142,1.277951823
310M500US21180,"Elkins, WV","Elkins, WV",38.9259397,-79.8467349,-5,1526,1531,11135,-4.490345757,1370.453525,"Elkins, WV",13,1361,1348,11135,11.67489897,1222.272115,16.16524472,-148.18141,0.996734161,1.009643917,1.295205557
310M500US19940,"Dixon, IL","Dixon, IL",41.8389213,-89.4795478,-75,2115,2190,13788,-54.3951262,1533.942559,"Dixon, IL",-44,1991,2035,13788,-31.91180737,1444.009283,22.48331883,-89.93327531,0.965753425,0.978378378,1.307264712
310M500US21740,"Evanston, WY","Evanston, WY",41.2682794,-110.9632373,-10,1068,1078,7597,-13.16309069,1405.818086,"Evanston, WY",4,1092,1088,7597,5.265236277,1437.409504,18.42832697,31.59141766,0.990723562,1.003676471,1.307419035
310M500US15460,"Burlington, IA-IL","Burlington, IA-IL",40.8076529,-91.1128901,-19,3389,3408,19868,-9.563116569,1705.758003,"Burlington, IA-IL",24,3216,3192,19868,12.07972619,1618.68331,21.64284276,-87.07469297,0.994424883,1.007518797,1.316732374
310M500US31660,"Malone, NY","Malone, NY",44.8486596,-74.2948983,-112,3944,4056,19015,-58.90086774,2074.151985,"Malone, NY",-53,3539,3592,19015,-27.87273205,1861.16224,31.02813568,-212.9897449,0.972386588,0.985244989,1.322354839
310M500US20940,"El Centro, CA","El Centro, CA",32.792,-115.5630514,-19,9892,9911,44829,-4.238327868,2206.60733,"El Centro, CA",110,9851,9741,44829,24.53768766,2197.461465,28.77601553,-9.1458654,0.998082938,1.011292475,1.32349091
310M500US11100,"Amarillo, TX","Amarillo, TX",35.2219971,-101.8312969,-225,19474,19699,97345,-23.11366788,2000.513637,"Amarillo, TX",33,19674,19641,97345,3.390004623,2021.05912,26.50367251,20.54548256,0.9885781,1.001680159,1.325343788
310M500US15940,"Canton-Massillon, OH","Canton-Massillon, OH",40.7989473,-81.378447,-256,32942,33198,164758,-15.53794049,1999.417327,"Canton-Massillon, OH",183,31807,31624,164758,11.10719965,1930.528411,26.64514014,-68.88891586,0.992288692,1.005786744,1.360294868
310M500US47300,"Visalia, CA","Visalia, CA",36.3302284,-119.2920585,1147,27277,26130,138238,82.97284394,1973.191163,"Visalia, CA",1507,27386,25879,138238,109.0148874,1981.076115,26.04204343,7.884952039,1.043895905,1.058232544,1.373378189
310M500US25980,"Hinesville, GA","Hinesville, GA",31.8315028,-81.6141099,-148,5442,5590,29180,-50.71967101,1864.976011,"Hinesville, GA",-83,6257,6340,29180,-28.44413982,2144.276902,22.27553119,279.300891,0.97352415,0.986908517,1.374836677
310M500US22900,"Fort Smith, AR-OK","Fort Smith, AR-OK",35.3859242,-94.3985475,-425,19992,20417,97383,-43.64211413,2052.925049,"Fort Smith, AR-OK",-152,20536,20688,97383,-15.60847376,2108.786955,28.03364037,55.86190608,0.979184013,0.992652746,1.375505732
310M500US44100,"Springfield, IL","Springfield, IL",39.7817213,-89.6501481,-213,19051,19264,88899,-23.95977458,2142.993734,"Springfield, IL",47,18499,18452,88899,5.286898615,2080.900798,29.24667319,-62.09293693,0.988943106,1.002547149,1.375614326
310M500US38580,"Point Pleasant, WV-OH","Point Pleasant, WV-OH",38.8445251,-82.1370889,-76,2667,2743,22622,-33.59561489,1178.940854,"Point Pleasant, WV-OH",-38,2622,2660,22622,-16.79780744,1159.048714,16.79780744,-19.89214039,0.97229311,0.985714286,1.380363169
310M500US33660,"Mobile, AL","Mobile, AL",30.6953657,-88.0398912,-826,29805,30631,162241,-50.91191499,1837.081872,"Mobile, AL",-448,32688,33136,162241,-27.61324203,2014.780481,23.29867296,177.6986089,0.973033855,0.986479961,1.381874507
310M500US13220,"Beckley, WV","Beckley, WV",37.7781702,-81.1881557,-42,4889,4931,48644,-8.634158375,1005.05715,"Beckley, WV",27,5150,5123,48644,5.550530384,1058.712277,14.18468876,53.65512705,0.991482458,1.005270349,1.390633932
310M500US33140,"Michigan City-La Porte, IN","Michigan City-La Porte, IN",41.7075394,-86.8950297,285,8748,8463,43039,66.21901066,2032.575106,"Michigan City-La Porte, IN",373,8125,7752,43039,86.66558238,1887.822672,20.44657171,-144.7524338,1.033676001,1.048116615,1.39701547
310M500US19430,"Dayton-Kettering, OH","Dayton-Kettering, OH",39.6895036,-84.1688274,-1090,68389,69479,330975,-32.93300098,2066.288995,"Dayton-Kettering, OH",-127,67574,67701,330975,-3.837147821,2041.664778,29.09585316,-24.62421633,0.984311806,0.998124105,1.403244174
310M500US22620,"Forrest City, AR","Forrest City, AR",35.0081474,-90.7898342,-27,1128,1155,9388,-28.7601193,1201.533873,"Forrest City, AR",-12,1233,1245,9388,-12.78227524,1313.378781,15.97784406,111.8449084,0.976623377,0.990361446,1.406690592
310M500US42740,"Sedalia, MO","Sedalia, MO",38.7044609,-93.2282613,-163,3662,3825,16033,-101.6653153,2284.039169,"Sedalia, MO",-98,3270,3368,16033,-61.12393189,2039.543442,40.5413834,-244.4957276,0.957385621,0.970902613,1.411864939
310M500US21660,"Eugene-Springfield, OR","Eugene-Springfield, OR",44.0462362,-123.0220289,-766,41170,41936,152312,-50.29150691,2703.004359,"Eugene-Springfield, OR",-180,41370,41550,152312,-11.81784758,2716.135301,38.47365933,13.13094175,0.981734071,0.99566787,1.419304828
310M500US18500,"Corning, NY","Corning, NY",42.1428521,-77.0546903,-121,8110,8231,39861,-30.35548531,2034.570131,"Corning, NY",-5,7040,7045,39861,-1.254358897,1766.137327,29.10112641,-268.432804,0.985299478,0.999290277,1.419953986
310M500US24580,"Green Bay, WI","Green Bay, WI",44.5133188,-88.0132958,-464,26948,27412,129648,-35.78921387,2078.551154,"Green Bay, WI",-75,26827,26902,129648,-5.784894484,2069.218191,30.00431939,-9.3329631,0.983073107,0.997212103,1.438244666
310M500US46100,"Tullahoma-Manchester, TN","Tullahoma-Manchester, TN",35.4817431,-86.0885993,360,7032,6672,40564,88.74864412,1733.556848,"Tullahoma-Manchester, TN",466,7208,6742,40564,114.8801893,1776.945074,26.13154521,43.38822601,1.053956835,1.069118956,1.438590345
310M500US46780,"Van Wert, OH","Van Wert, OH",40.8694927,-84.5841223,18,1389,1371,11544,15.59251559,1203.222453,"Van Wert, OH",37,1366,1329,11544,32.05128205,1183.298683,16.45876646,-19.92376992,1.013129103,1.027840482,1.45207345
310M500US45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL",28.274347,-82.3885783,20452,401089,380637,1213267,168.5696553,3305.859304,"Tampa-St. Petersburg-Clearwater, FL",26416,408612,382196,1213267,217.7261889,3367.865441,49.15653356,62.00613715,1.053730983,1.06911637,1.460086809
310M500US21700,"Eureka-Arcata, CA","Eureka-Arcata, CA",40.8020712,-124.1636729,-46,10267,10313,54679,-8.412736151,1877.686132,"Eureka-Arcata, CA",102,10181,10079,54679,18.65432799,1861.957973,27.06706414,-15.72815889,0.99553961,1.010120052,1.464576722
310M500US27340,"Jacksonville, NC","Jacksonville, NC",34.7540524,-77.4302414,-309,15826,16135,64386,-47.99179946,2457.987761,"Jacksonville, NC",-80,16769,16849,64386,-12.42506135,2604.448172,35.56673811,146.4604106,0.980849086,0.995251944,1.468407129
310M500US25760,"Helena-West Helena, AR","Helena-West Helena, AR",34.5291,-90.59,-27,1082,1109,7485,-36.07214429,1445.557782,"Helena-West Helena, AR",-11,1093,1104,7485,-14.69605878,1460.253841,21.3760855,14.69605878,0.975653742,0.990036232,1.474138739
310M500US25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",40.3157054,-77.1024902,232,46939,46707,230247,10.07613563,2038.636768,"Harrisburg-Carlisle, PA",892,45975,45083,230247,38.74100423,1996.768688,28.6648686,-41.8680808,1.004967136,1.019785729,1.474535084
310M500US34220,"Moultrie, GA","Moultrie, GA",31.1799407,-83.7888387,-57,2247,2304,15505,-36.76233473,1449.209932,"Moultrie, GA",-22,2133,2155,15505,-14.1889713,1375.685263,22.57336343,-73.52466946,0.975260417,0.989791183,1.489937085
310M500US25620,"Hattiesburg, MS","Hattiesburg, MS",31.3271189,-89.2903392,-299,9811,10110,61584,-48.55157184,1593.1086,"Hattiesburg, MS",-162,10580,10742,61584,-26.3055339,1717.978696,22.24603793,124.8700961,0.970425321,0.984919009,1.493539761
310M500US44580,"Sterling, IL","Sterling, IL",41.788642,-89.6962194,-3,4296,4299,23084,-1.299601456,1861.029284,"Sterling, IL",55,3904,3849,23084,23.82602669,1691.214694,25.12562814,-169.8145902,0.999302163,1.014289426,1.49977285
310M500US42140,"Santa Fe, NM","Santa Fe, NM",35.6869752,-105.937799,222,9505,9283,61921,35.85213417,1535.020429,"Santa Fe, NM",406,10681,10275,61921,65.56741655,1724.939843,29.71528238,189.9194134,1.023914683,1.039513382,1.523437402
310M500US11940,"Athens, TN","Athens, TN",35.4428512,-84.5929898,141,3628,3487,20804,67.7754278,1743.895405,"Athens, TN",191,3579,3388,20804,91.80926745,1720.342242,24.03383965,-23.55316285,1.040435905,1.056375443,1.532005756
310M500US42340,"Savannah, GA","Savannah, GA",32.0808989,-81.091203,-534,31273,31807,142788,-37.39810068,2190.170042,"Savannah, GA",-55,35087,35142,142788,-3.851864302,2457.279323,33.54623638,267.1092809,0.983211243,0.998434921,1.548362926
310M500US22180,"Fayetteville, NC","Fayetteville, NC",35.0526641,-78.8783585,-1269,39757,41026,188642,-67.27027915,2107.537028,"Fayetteville, NC",-662,40962,41624,188642,-35.09292734,2171.414637,32.17735181,63.87760944,0.969068396,0.984095714,1.550697394
310M500US19460,"Decatur, AL","Decatur, AL",34.6059253,-86.9833417,-21,9340,9361,58595,-3.583923543,1593.992661,"Decatur, AL",130,9920,9790,58595,22.18619336,1692.977216,25.7701169,98.984555,0.99775665,1.013278856,1.555710608
310M500US37260,"Palatka, FL","Palatka, FL",29.6485801,-81.6375819,235,5083,4848,28943,81.19407111,1756.210483,"Palatka, FL",317,5201,4884,28943,109.5256193,1796.980272,28.33154822,40.7697889,1.048473597,1.064905815,1.567251439
310M500US46300,"Twin Falls, ID","Twin Falls, ID",42.5558381,-114.4700518,17,8748,8731,39168,4.340277778,2233.455882,"Twin Falls, ID",151,8691,8540,39168,38.55187908,2218.903186,34.21160131,-14.55269608,1.001947085,1.017681499,1.570383702
310M500US22020,"Fargo, ND-MN","Fargo, ND-MN",46.8771863,-96.7898034,-1188,25029,26217,100207,-118.554592,2497.7297,"Fargo, ND-MN",-834,26693,27527,100207,-83.22771862,2663.785963,35.32687337,166.0562635,0.954685891,0.969702474,1.572934433
310M500US34700,"Muscatine, IA","Muscatine, IA",41.424473,-91.0432051,-200,3697,3897,16660,-120.0480192,2219.087635,"Muscatine, IA",-127,3371,3498,16660,-76.2304922,2023.409364,43.81752701,-195.6782713,0.948678471,0.963693539,1.582735248
310M500US27860,"Jonesboro, AR","Jonesboro, AR",35.8422967,-90.704279,-171,11338,11509,50901,-33.59462486,2227.46115,"Jonesboro, AR",10,12366,12356,50901,1.964597945,2429.421819,35.55922281,201.9606687,0.985142063,1.000809323,1.590355469
310M500US19860,"Dickinson, ND","Dickinson, ND",46.8791756,-102.7896242,-103,2516,2619,12907,-79.80165802,1949.329821,"Dickinson, ND",-66,2686,2752,12907,-51.135043,2081.041295,28.66661502,131.7114744,0.960672012,0.976017442,1.597364079
310M500US28780,"Kingsville, TX","Kingsville, TX",27.5158689,-97.856109,-79,1766,1845,11152,-70.83931133,1583.572453,"Kingsville, TX",-54,1912,1966,11152,-48.42180775,1714.490674,22.41750359,130.9182209,0.957181572,0.972533062,1.603822168
310M500US10780,"Alexandria, LA","Alexandria, LA",31.3112936,-92.4451371,-185,10227,10412,55477,-33.34715287,1843.466662,"Alexandria, LA",-22,10924,10946,55477,-3.965607369,1969.104313,29.38154551,125.6376516,0.98223204,0.997990133,1.604314743
310M500US31340,"Lynchburg, VA","Lynchburg, VA",37.4137536,-79.1422464,-189,14928,15117,100912,-18.72918979,1479.308705,"Lynchburg, VA",51,15253,15202,100912,5.053908356,1511.514983,23.78309814,32.20627874,0.987497519,1.003354822,1.605806807
310M500US22100,"Farmington, MO","Farmington, MO",37.7808846,-90.4217895,203,5910,5707,24898,81.53265323,2373.684633,"Farmington, MO",293,5905,5612,24898,117.680135,2371.67644,36.14748173,-2.008193429,1.035570352,1.052209551,1.606766622
310M500US14540,"Bowling Green, KY","Bowling Green, KY",36.9685219,-86.4808043,-55,13943,13998,65672,-8.374954318,2123.127056,"Bowling Green, KY",172,14394,14222,65672,26.19076623,2191.801681,34.56572055,68.67462541,0.996070867,1.012093939,1.608627682
310M500US48820,"Willmar, MN","Willmar, MN",45.1223711,-95.048659,-335,3539,3874,16889,-198.3539582,2095.44674,"Willmar, MN",-251,3248,3499,16889,-148.6174433,1923.145242,49.73651489,-172.301498,0.913526071,0.928265219,1.613434783
310M500US34660,"Murray, KY","Murray, KY",36.6103334,-88.314761,4,2662,2658,14996,2.667377967,1775.140037,"Murray, KY",50,2861,2811,14996,33.34222459,1907.842091,30.67484663,132.7020539,1.001504891,1.017787264,1.625790705
310M500US43140,"Shelby, NC","Shelby, NC",35.2923513,-81.5356463,498,6173,5675,35638,139.7384814,1732.139851,"Shelby, NC",652,6834,6182,35638,182.9507829,1917.616028,43.21230148,185.4761771,1.087753304,1.105467486,1.628511007
310M500US37900,"Peoria, IL","Peoria, IL",40.6936488,-89.5889864,-501,30877,31378,163182,-30.70191565,1892.181736,"Peoria, IL",3,29776,29773,163182,0.183843806,1824.711059,30.88575946,-67.47067691,0.984033399,1.000100762,1.632806697
310M500US40860,"Rutland, VT","Rutland, VT",43.6106237,-72.9726065,84,4449,4365,25338,33.15178783,1755.860762,"Rutland, VT",146,4203,4057,25338,57.62096456,1658.773384,24.46917673,-97.08737864,1.019243986,1.035987183,1.642707401
310M500US46700,"Vallejo, CA","Vallejo, CA",38.1040864,-122.2566367,1074,33995,32921,149865,71.66449805,2268.374871,"Vallejo, CA",1581,33405,31824,149865,105.4949455,2229.006105,33.8304474,-39.36876522,1.032623553,1.049679487,1.651708773
310M500US39740,"Reading, PA","Reading, PA",40.3356483,-75.9268747,484,33883,33399,154712,31.28393402,2190.06929,"Reading, PA",923,30417,29494,154712,59.65923781,1966.040126,28.37530379,-224.0291639,1.014491452,1.031294501,1.656302644
310M500US22700,"Fort Dodge, IA","Fort Dodge, IA",42.4974694,-94.1680158,-130,2685,2815,15306,-84.93401281,1754.214034,"Fort Dodge, IA",-84,2683,2767,15306,-54.88043904,1752.907357,30.05357376,-1.30667712,0.953818828,0.969642212,1.658950695
310M500US29540,"Lancaster, PA","Lancaster, PA",40.0378755,-76.3055144,-392,41568,41960,201620,-19.44251562,2061.700228,"Lancaster, PA",273,38155,37882,201620,13.54032338,1892.421387,32.982839,-169.2788414,0.990657769,1.007206589,1.670488042
310M500US44740,"Storm Lake, IA","Storm Lake, IA",42.6430359,-95.2019399,-26,1273,1299,7524,-34.55608719,1691.919192,"Storm Lake, IA",-4,1110,1114,7524,-5.316321106,1475.279107,29.23976608,-216.6400851,0.979984604,0.996409336,1.676019412
310M500US27380,"Jacksonville, TX","Jacksonville, TX",31.963778,-95.2705042,-19,1953,1972,18138,-10.47524534,1076.744955,"Jacksonville, TX",13,1843,1830,18138,7.167273128,1016.098798,17.64251847,-60.64615724,0.990365112,1.007103825,1.69015582
310M500US16420,"Central City, KY","Central City, KY",37.2939322,-87.1233292,-72,1942,2014,11351,-63.43053475,1710.862479,"Central City, KY",-34,1720,1754,11351,-29.95330808,1515.284997,33.47722668,-195.5774822,0.964250248,0.980615735,1.697224059
310M500US17820,"Colorado Springs, CO","Colorado Springs, CO",38.8338816,-104.8213634,741,80068,79327,267755,27.67455323,2990.345652,"Colorado Springs, CO",2201,85226,83025,267755,82.20201303,3182.984445,54.5274598,192.6387929,1.009341082,1.026510087,1.701011262
310M500US16540,"Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA",39.755382,-77.5768593,254,10425,10171,60438,42.02653959,1724.90817,"Chambersburg-Waynesboro, PA",390,9547,9157,60438,64.52893875,1579.635329,22.50239915,-145.2728416,1.024972962,1.042590368,1.718816625
310M500US41780,"Sandusky, OH","Sandusky, OH",41.4561754,-82.7116821,-126,6448,6574,31183,-40.40663182,2067.793349,"Sandusky, OH",-13,5806,5819,31183,-4.168938204,1861.911939,36.23769362,-205.8814097,0.980833587,0.997765939,1.726322644
310M500US21420,"Enid, OK","Enid, OK",36.3955891,-97.8783911,-131,3943,4074,23541,-55.64759356,1674.950087,"Enid, OK",-66,4280,4346,23541,-28.03619218,1818.104583,27.61140138,143.1544964,0.96784487,0.984813622,1.753251202
310M500US28420,"Kennewick-Richland, WA","Kennewick-Richland, WA",46.2086683,-119.119948,889,23906,23017,98844,89.93970297,2418.558537,"Kennewick-Richland, WA",1207,22418,21211,98844,122.1116102,2268.018291,32.17190725,-150.5402452,1.038623626,1.056904436,1.760099607
310M500US37300,"Palestine, TX","Palestine, TX",31.7621153,-95.6307891,27,2694,2667,16677,16.18996222,1615.398453,"Palestine, TX",73,2689,2616,16677,43.77286083,1612.400312,27.5828986,-2.998141152,1.010123735,1.027905199,1.760325358
310M500US11700,"Asheville, NC","Asheville, NC",35.5950581,-82.5514869,56,34827,34771,191756,2.92037798,1816.214356,"Asheville, NC",715,37712,36997,191756,37.28696886,1966.665971,34.36659088,150.4516156,1.001610538,1.019325891,1.768686841
310M500US17260,"Clarksdale, MS","Clarksdale, MS",34.2001086,-90.5709323,-68,1252,1320,8782,-77.43110909,1425.643361,"Clarksdale, MS",-38,1058,1096,8782,-43.27032567,1204.736962,34.16078342,-220.9063995,0.948484848,0.965328467,1.77584478
310M500US21340,"El Paso, TX","El Paso, TX",31.7618778,-106.4850217,-1000,51653,52653,269288,-37.13496331,1918.13226,"El Paso, TX",-81,54385,54466,269288,-3.007932028,2019.58498,34.12703128,101.4527198,0.98100773,0.998512834,1.784400195
310M500US12940,"Baton Rouge, LA","Baton Rouge, LA",30.4514677,-91.1871466,-629,51090,51719,308531,-20.38693032,1655.9114,"Baton Rouge, LA",313,56995,56682,308531,10.14484768,1847.302216,30.53177801,191.3908165,0.987838125,1.005522035,1.790162731
310M500US15820,"Campbellsville, KY","Campbellsville, KY",37.3433974,-85.3419069,6,2451,2445,14270,4.204625088,1717.589348,"Campbellsville, KY",46,2300,2254,14270,32.235459,1611.77295,28.03083392,-105.816398,1.002453988,1.020408163,1.791022407
310M500US38100,"Picayune, MS","Picayune, MS",30.5254692,-89.6795084,171,3420,3249,21020,81.3510942,1627.021884,"Picayune, MS",217,3252,3035,21020,103.2350143,1547.098002,21.88392008,-79.92388202,1.052631579,1.071499176,1.792421746
310M500US21900,"Fairmont, WV","Fairmont, WV",39.4850848,-80.1425781,76,3258,3182,22926,33.15013522,1421.093954,"Fairmont, WV",128,3158,3030,22926,55.83180668,1377.475355,22.68167146,-43.61859897,1.023884349,1.042244224,1.793159058
310M500US19060,"Cumberland, MD-WV","Cumberland, MD-WV",39.5617065,-78.792953,24,5490,5466,38315,6.263865327,1432.859194,"Cumberland, MD-WV",107,4880,4773,38315,27.92639958,1273.652616,21.66253426,-159.2065771,1.004390779,1.022417767,1.794818074
310M500US28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA",36.548434,-82.5618186,198,20402,20204,128074,15.4598123,1592.985305,"Kingsport-Bristol, TN-VA",559,20525,19966,128074,43.64664179,1602.589128,28.18682949,9.60382279,1.00980004,1.027997596,1.802095029
310M500US27540,"Jasper, IN","Jasper, IN",38.3914418,-86.9311094,-39,3142,3181,22022,-17.70956316,1426.755063,"Jasper, IN",16,2867,2851,22022,7.265461811,1301.879938,24.97502498,-124.8751249,0.987739704,1.005612066,1.809420171
310M500US40460,"Rockingham, NC","Rockingham, NC",34.9393201,-79.7739457,-53,2012,2065,18380,-28.83569097,1094.668118,"Rockingham, NC",-17,2104,2121,18380,-9.249183896,1144.722524,19.58650707,50.05440696,0.97433414,0.991984913,1.811572807
310M500US12020,"Athens-Clarke County, GA","Athens-Clarke County, GA",33.9519347,-83.357567,-936,11812,12748,78662,-118.9901096,1501.614503,"Athens-Clarke County, GA",-759,12645,13404,78662,-96.48877476,1607.510615,22.50133482,105.8961125,0.926576718,0.943375112,1.812952308
310M500US37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV",39.3270191,-81.5484578,-65,5384,5449,37993,-17.10841471,1417.103151,"Parkersburg-Vienna, WV",34,5468,5434,37993,8.949016924,1439.212487,26.05743163,22.10933593,0.988071206,1.006256901,1.840524768
310M500US47980,"Watertown, SD","Watertown, SD",44.8994088,-97.1150732,-131,2252,2383,14331,-91.41022957,1571.418603,"Watertown, SD",-80,2050,2130,14331,-55.82304096,1430.465425,35.58718861,-140.9531784,0.945027277,0.962441315,1.842702157
310M500US24940,"Greenwood, SC","Greenwood, SC",34.1954001,-82.1617883,-125,3981,4106,27612,-45.27017239,1441.76445,"Greenwood, SC",-56,4405,4461,27612,-20.28103723,1595.320875,24.98913516,153.5564247,0.969556746,0.987446761,1.845174577
310M500US34620,"Muncie, IN","Muncie, IN",40.1933767,-85.3863599,-163,9159,9322,46026,-35.41476557,1989.962195,"Muncie, IN",6,8699,8693,46026,1.303611002,1890.018685,36.71837657,-99.94351019,0.982514482,1.000690211,1.849919668
310M500US31220,"Ludington, MI","Ludington, MI",43.9552825,-86.4525831,-8,1941,1949,12186,-6.564910553,1592.811423,"Ludington, MI",24,1691,1667,12186,19.69473166,1387.657968,26.25964221,-205.1534548,0.995895331,1.014397121,1.857804637
310M500US35420,"New Philadelphia-Dover, OH","New Philadelphia-Dover, OH",40.5206198,-81.4740054,-183,6757,6940,36631,-49.95768611,1844.612487,"New Philadelphia-Dover, OH",-51,6112,6163,36631,-13.92263383,1668.532118,36.03505228,-176.0803691,0.973631124,0.991724809,1.858371716
310M500US24300,"Grand Junction, CO","Grand Junction, CO",39.0638705,-108.5506486,335,15906,15571,61742,54.25804153,2576.204205,"Grand Junction, CO",623,15954,15331,61742,100.9037608,2583.978491,46.64571928,7.774286547,1.021514354,1.040636619,1.87195265
310M500US33780,"Monroe, MI","Monroe, MI",41.9164343,-83.3977101,573,11463,10890,59929,95.61314222,1912.763437,"Monroe, MI",719,10654,9935,59929,119.9753041,1777.770362,24.36216189,-134.9930751,1.05261708,1.072370408,1.876591986
310M500US33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL",26.2378597,-80.1247667,-15982,672926,688908,2127517,-75.12043382,3162.96415,"Miami-Fort Lauderdale-Pompano Beach, FL",-3227,715036,718263,2127517,-15.1679164,3360.894414,59.95251742,197.9302633,0.976800966,0.995507217,1.915052421
310M500US19140,"Dalton, GA","Dalton, GA",34.7698021,-84.9702228,-181,7695,7876,50014,-36.18986684,1538.569201,"Dalton, GA",-34,7930,7964,50014,-6.798096533,1585.556044,29.3917703,46.98684368,0.977018791,0.995730789,1.915213653
310M500US38220,"Pine Bluff, AR","Pine Bluff, AR",34.2284312,-92.0031955,-347,4817,5164,33791,-102.6900654,1425.527507,"Pine Bluff, AR",-264,5091,5355,33791,-78.12731201,1506.614187,24.5627534,81.08667989,0.932804028,0.95070028,1.918543627
310M500US21820,"Fairbanks, AK","Fairbanks, AK",64.8377778,-147.7163888,-193,5841,6034,36188,-53.33259644,1614.070963,"Fairbanks, AK",-83,6127,6210,36188,-22.93577982,1693.102686,30.39681662,79.03172322,0.968014584,0.986634461,1.923511983
310M500US38380,"Plainview, TX","Plainview, TX",34.1847936,-101.7068417,-45,1549,1594,10933,-41.15979146,1416.811488,"Plainview, TX",-16,1663,1679,10933,-14.63459252,1521.08296,26.52519894,104.2714717,0.971769134,0.990470518,1.924467783
310M500US24820,"Greenville, OH","Greenville, OH",40.1028264,-84.6330115,-4,3443,3447,20861,-1.917453622,1650.448205,"Greenville, OH",55,3065,3010,20861,26.3649873,1469.248838,28.28244092,-181.1993672,0.998839571,1.018272425,1.945543126
310M500US34860,"Nacogdoches, TX","Nacogdoches, TX",31.6039455,-94.656004,-198,3351,3549,23757,-83.34385655,1410.531633,"Nacogdoches, TX",-131,3382,3513,23757,-55.14164246,1423.580418,28.20221408,13.04878562,0.944209637,0.962709935,1.959342216
310M500US37940,"Peru, IN","Peru, IN",40.7536528,-86.0688811,-95,2397,2492,13611,-69.79648813,1761.075601,"Peru, IN",-44,2251,2295,13611,-32.3267945,1653.809419,37.46969363,-107.2661818,0.96187801,0.980827887,1.970091518
